ID,Fecha,Trabajador,Categoria,Tiempo_Gestion_Min,Cantidad_Vendida,Stock_Inicial,Stock_Final
1461,2025-02-17,Luis,Vitaminas,3,17,139,122
1462,2025-01-30,Luis,Vitaminas,3,12,134,122
1463,2025-09-18,Luis,Analgésicos,3,11,76,65
1464,2025-02-16,Jorge,Vitaminas,11,6,68,62
1465,2025-02-10,Luis,Pediátricos,8,1,172,171
1466,2025-02-13,Carla,Analgésicos,7,8,153,145
1467,2025-12-26,Luis,Analgésicos,5,1,32,31
1468,2025-06-08,Luis,Antibioticos,8,18,64,46
1469,2025-03-18,Jorge,Analgésicos,6,11,44,33
1470,2025-03-27,Jorge,Pediátricos,3,6,78,72
1471,2025-04-11,Luis,Antibioticos,8,13,66,53
1472,2025-09-11,Carla,Pediátricos,9,6,122,116
1473,2025-11-20,Ana,Antibioticos,9,12,174,162
1474,2025-09-22,Jorge,Analgésicos,7,5,117,112
1475,2025-04-19,Ana,Vitaminas,7,18,66,48
1476,2025-01-27,Carla,Vitaminas,2,14,76,62
1477,2025-04-02,Luis,Vitaminas,3,8,118,110
1478,2025-08-14,Jorge,Pediátricos,4,20,167,147
1479,2025-11-27,Luis,Vitaminas,5,17,117,100
1480,2025-12-29,Jorge,Analgésicos,5,20,96,76
1481,2025-03-17,Jorge,Pediátricos,6,20,138,118
1482,2025-08-17,Luis,Vitaminas,4,11,128,117
1483,2025-08-26,Carla,Antibioticos,6,5,133,128
1484,2025-08-12,Carla,Pediátricos,10,7,77,70
1485,2025-12-08,Jorge,Pediátricos,3,17,21,4
1486,2025-04-01,Jorge,Vitaminas,11,11,35,24
1487,2025-06-04,Luis,Antibioticos,7,17,91,74
1488,2025-02-18,Ana,Antibioticos,8,16,124,108
1489,2025-09-10,Jorge,Pediátricos,4,10,122,112
1490,2025-06-19,Jorge,Antibioticos,7,17,78,61
1491,2025-11-29,Jorge,Pediátricos,4,5,114,109
1492,2025-08-20,Luis,Analgésicos,5,1,196,195
1493,2025-08-30,Jorge,Antibioticos,8,16,74,58
1494,2025-04-29,Ana,Vitaminas,7,1,60,59
1495,2025-04-02,Luis,Pediátricos,7,1,191,190
1496,2025-12-18,Luis,Antibioticos,7,20,34,14
1497,2025-10-28,Luis,Analgésicos,4,1,65,64
1498,2025-04-26,Luis,Analgésicos,3,5,137,132
1499,2025-02-28,Ana,Pediátricos,10,5,70,65
1500,2025-12-21,Jorge,Analgésicos,5,19,137,118
